id_estudante,genero,horas_estudo,percentual_frequencia,horas_sono,escolaridade_pais,acesso_internet,atividades_extracurriculares,trabalho_meio_periodo,nota_anterior,pontuacao_prova_final,nota_final
100,1,1.4,94.3,7.8,1,0,0,0,75.3,79.2,1
101,1,2.5,70.8,6.3,1,1,1,0,51.2,74.5,1
102,0,1.9,67.4,6.7,2,1,1,1,75.5,66.3,0
103,0,6.0,69.7,6.8,2,0,0,0,65.3,89.5,1
104,0,4.8,97.6,4.5,1,1,0,0,60.9,92.7,1
105,0,3.5,79.5,6.8,0,1,0,1,60.9,87.2,1
106,0,5.7,100.0,6.0,3,1,1,1,65.3,92.5,1
107,0,3.6,79.4,6.2,1,1,1,1,74.6,75.7,1
108,0,2.2,86.8,8.5,1,1,1,0,54.3,74.0,1
109,0,5.8,100.0,5.3,1,1,1,0,65.2,100.0,1
110,1,4.3,100.0,7.8,1,0,0,1,69.5,75.5,1
111,0,1.9,100.0,6.5,1,1,0,1,56.8,61.7,0
112,1,3.2,97.1,6.5,2,0,0,0,91.6,91.4,1
113,0,2.2,95.2,7.7,1,0,1,0,59.8,72.7,1
114,0,1.4,90.9,7.2,2,1,0,0,62.0,74.6,1
115,1,4.9,92.8,7.5,0,1,1,0,58.3,96.5,1
116,0,6.4,79.5,8.0,3,0,0,1,91.6,94.5,1
117,1,1.4,76.8,6.4,0,0,1,0,76.6,59.3,0
118,0,4.3,85.0,6.1,1,1,1,0,58.8,96.2,1
119,0,2.5,83.3,5.5,2,1,1,1,83.3,75.3,1
120,1,2.8,80.5,5.8,2,1,0,0,72.4,73.3,1
121,0,2.6,92.0,10.0,1,1,1,0,73.1,95.8,1
122,1,2.2,94.6,8.3,1,1,1,0,65.9,81.0,1
123,0,3.6,85.9,5.2,3,1,0,1,61.0,76.5,1
124,1,2.3,99.8,5.2,2,1,1,0,74.1,88.1,1
125,1,3.9,73.6,7.4,2,1,1,0,63.5,88.1,1
126,0,3.4,83.1,7.5,2,1,1,0,91.8,92.1,1
127,0,3.1,77.8,7.5,2,1,1,0,54.8,85.2,1
128,1,2.1,66.3,6.5,1,1,0,1,88.4,63.0,0
129,0,2.6,84.2,6.6,1,1,0,1,68.7,81.1,1
130,0,4.6,83.8,7.2,1,1,1,0,73.6,87.1,1
131,0,4.3,100.0,6.9,1,1,0,1,80.0,100.0,1
132,1,2.0,91.3,4.1,0,1,1,0,62.4,75.7,1
133,1,3.6,74.8,6.5,2,0,1,0,80.4,77.3,1
134,1,4.6,100.0,5.8,3,1,1,0,37.5,85.6,1
135,1,1.0,97.2,7.0,1,1,1,0,61.4,80.8,1
136,1,4.3,90.8,10.0,2,1,1,0,58.9,94.5,1
137,1,2.5,82.7,7.2,1,0,0,1,55.0,59.7,0
138,1,4.4,75.4,6.4,1,1,0,0,67.4,80.9,1
139,1,2.4,81.3,7.9,1,1,1,0,74.6,82.6,1
140,1,0.8,95.9,7.4,3,1,0,0,78.4,80.2,1
141,0,1.1,100.0,7.3,3,1,0,1,72.9,82.4,1
142,1,3.6,100.0,7.5,2,1,0,0,62.0,75.9,1
143,0,3.9,80.1,9.3,2,1,0,1,74.4,88.5,1
144,0,2.1,73.8,5.4,0,1,1,1,71.5,69.6,0
145,0,4.5,86.4,7.4,1,1,0,1,81.2,86.8,1
146,1,1.0,67.3,5.7,1,1,0,0,79.3,65.2,0
147,1,3.4,88.2,7.5,1,1,0,1,70.4,82.0,1
148,1,1.7,83.5,5.7,3,1,1,1,59.2,46.8,0
149,1,2.5,80.3,6.3,0,1,1,1,62.2,68.6,0
150,0,3.6,69.1,6.4,1,1,1,1,63.4,69.2,0
151,1,2.2,90.1,8.0,4,1,1,0,66.2,84.7,1
152,1,2.9,79.7,7.9,3,1,1,1,73.2,75.9,1
153,1,5.0,73.3,5.3,1,1,0,1,78.6,84.7,1
154,1,2.6,56.3,6.9,2,0,1,0,69.4,75.7,1
155,1,4.8,84.7,5.9,2,1,0,0,70.2,95.4,1
156,0,1.8,100.0,5.3,0,1,1,0,71.7,87.6,1
157,1,4.3,100.0,6.5,1,1,0,0,63.8,87.7,1
158,0,5.7,80.4,6.4,3,1,1,1,58.9,89.3,1
159,1,0.5,79.0,9.7,1,1,1,0,48.9,63.7,0
160,0,2.3,89.7,7.3,3,1,0,1,61.7,74.0,1
161,1,4.4,75.0,5.1,2,1,0,0,75.7,87.9,1
162,1,3.2,88.0,6.1,2,1,0,0,61.6,76.6,1
163,0,4.1,92.7,8.0,3,1,1,1,67.1,97.3,1
164,0,2.6,97.3,9.3,3,1,1,0,75.6,90.2,1
165,0,3.6,84.0,4.9,4,1,0,0,76.2,88.7,1
166,1,3.3,83.0,4.5,1,1,1,0,57.0,84.8,1
167,0,5.3,76.2,9.0,3,1,0,0,82.0,100.0,1
168,1,3.9,76.7,7.3,1,1,1,0,83.5,82.1,1
169,1,4.0,82.7,5.8,2,0,1,1,56.4,75.1,1
170,0,2.9,88.7,7.4,2,0,1,1,60.1,78.1,1
171,0,2.8,94.1,3.6,2,1,1,0,84.3,92.9,1
172,1,2.9,77.0,6.8,2,1,0,0,68.2,71.8,1
173,1,4.1,99.9,7.2,0,1,0,0,43.4,78.5,1
174,0,2.9,82.3,7.9,1,1,1,0,53.2,82.6,1
175,0,3.9,84.8,5.6,3,1,0,0,67.0,79.2,1
176,0,6.6,77.5,6.9,2,1,1,0,56.0,89.7,1
177,1,4.8,60.8,5.7,1,1,1,0,65.0,89.2,1
178,1,3.0,93.8,7.1,1,0,1,0,70.4,81.7,1
179,1,5.3,92.4,5.7,0,1,0,0,87.5,96.7,1
180,1,2.9,82.2,6.3,4,1,0,0,66.5,73.7,1
181,1,0.5,85.7,5.6,0,1,0,0,82.9,77.1,1
182,1,2.0,90.2,7.6,0,1,0,1,87.1,76.5,1
183,0,0.7,69.4,7.8,1,1,0,0,87.2,73.2,1
184,1,3.0,79.7,6.5,2,1,0,0,73.4,83.6,1
185,1,3.5,92.9,6.8,3,1,0,0,46.4,85.8,1
186,1,6.0,72.5,5.1,2,1,0,0,75.5,95.7,1
187,0,4.0,87.9,6.4,2,1,1,0,82.6,89.2,1
188,1,3.2,71.4,6.7,2,1,1,1,69.0,83.1,1
189,1,4.7,89.7,9.9,2,1,1,0,90.9,100.0,1
190,0,0.5,84.6,5.5,2,1,1,0,80.3,67.2,0
191,1,3.9,68.8,8.6,1,1,0,0,76.8,84.6,1
192,1,4.7,96.6,8.0,2,1,1,1,83.0,100.0,1
193,1,1.3,77.7,7.1,2,1,0,0,74.0,75.2,1
194,1,5.2,76.9,8.9,2,1,1,0,40.1,81.1,1
195,1,4.0,87.0,7.2,1,1,1,0,64.0,96.5,1
196,0,2.9,96.5,7.3,3,0,1,0,84.4,79.8,1
197,0,4.4,74.8,6.7,1,1,0,0,60.3,73.4,1
198,0,6.9,85.6,8.3,2,1,1,0,67.3,92.2,1
199,1,3.8,89.3,8.1,3,1,1,0,57.5,87.3,1
200,1,3.9,91.9,6.0,2,0,0,0,91.4,92.5,1
201,1,2.8,86.8,5.2,1,1,0,1,90.2,94.6,1
202,0,2.2,81.3,6.6,3,1,1,0,59.4,75.5,1
203,1,4.7,76.7,5.8,2,1,1,0,71.8,85.3,1
204,1,2.2,85.9,6.7,3,1,1,0,61.8,76.7,1
205,0,3.6,74.3,8.3,3,1,0,0,77.4,86.8,1
206,1,2.8,55.8,6.3,2,1,1,1,76.1,61.1,0
207,0,4.2,89.4,6.7,2,1,1,1,79.7,100.0,1
208,0,4.0,94.0,6.9,1,0,1,0,74.0,90.9,1
209,0,5.1,61.4,7.8,1,1,1,1,100.0,96.1,1
210,1,2.7,74.9,4.1,2,1,0,0,57.7,73.1,1
211,1,3.1,91.2,6.1,2,1,1,0,49.5,81.2,1
212,1,2.0,100.0,7.1,2,1,1,0,65.3,81.8,1
213,1,2.8,85.2,8.2,1,1,1,1,51.2,70.0,1
214,1,4.1,77.7,6.2,1,1,1,1,52.1,78.5,1
215,1,4.6,83.2,4.5,2,1,1,0,58.0,84.7,1
216,1,2.1,98.7,7.5,1,1,0,0,58.9,74.7,1
217,0,4.8,78.5,6.0,3,1,0,0,58.5,91.2,1
218,1,5.5,77.0,5.4,1,1,0,0,76.2,93.4,1
219,0,4.1,80.2,6.1,2,1,0,0,63.9,86.8,1
220,1,6.3,75.5,6.6,0,1,0,0,67.8,100.0,1
221,1,2.3,86.2,6.1,1,1,1,0,80.7,84.3,1
222,1,1.6,100.0,4.2,2,0,0,0,60.8,71.5,1
223,0,0.8,88.2,7.9,1,0,0,1,66.8,70.5,1
224,0,5.7,82.5,8.3,2,1,0,1,74.4,89.9,1
225,0,4.5,82.1,7.6,2,1,1,0,46.7,81.1,1
226,0,3.4,69.4,5.4,2,1,1,0,41.4,67.4,0
227,1,3.9,93.8,6.6,2,1,0,1,74.2,82.2,1
228,0,1.8,84.2,6.8,4,1,0,1,75.9,90.0,1
229,1,7.2,83.2,7.5,1,1,0,0,94.8,100.0,1
230,1,3.7,100.0,7.6,1,1,1,1,71.9,82.7,1
231,0,3.7,88.0,5.9,4,1,1,0,79.8,98.3,1
232,0,4.6,77.5,6.9,2,1,1,0,67.7,91.5,1
233,0,4.2,80.7,7.3,4,1,0,0,73.6,82.2,1
234,0,3.8,96.5,8.5,2,1,1,0,90.0,100.0,1
235,0,2.3,86.1,7.6,3,1,1,0,44.5,80.2,1
236,0,4.2,70.6,7.7,2,1,0,0,75.0,85.7,1
237,0,6.3,94.2,6.9,3,1,1,0,95.6,100.0,1
238,0,5.5,78.3,8.5,0,1,0,0,73.4,84.4,1
239,1,5.9,100.0,7.3,2,1,1,0,89.8,100.0,1
240,0,2.7,95.8,5.8,1,1,0,1,62.4,84.6,1
241,0,2.0,80.5,8.5,1,1,0,1,69.6,80.6,1
242,1,3.3,97.8,7.6,1,1,0,1,70.4,85.1,1
243,0,3.6,85.7,6.3,1,1,0,1,43.4,69.4,0
244,1,5.1,93.5,6.2,1,1,1,0,56.0,92.2,1
245,1,1.0,89.8,7.2,2,1,1,0,56.8,76.2,1
246,0,5.8,76.5,7.4,2,1,1,0,79.9,100.0,1
247,1,3.3,78.6,7.0,2,1,0,0,80.5,92.2,1
248,1,2.9,95.3,7.2,2,0,0,0,73.9,76.5,1
249,1,2.0,81.7,8.8,1,1,1,0,79.9,82.7,1
250,1,1.0,81.0,8.1,1,1,0,0,68.0,67.1,0
251,0,4.7,75.4,7.0,1,1,1,1,84.4,88.4,1
252,1,3.6,89.2,7.9,2,1,0,1,70.1,91.0,1
253,0,1.6,100.0,5.6,1,0,0,0,70.7,75.8,1
254,1,1.6,74.3,7.3,1,1,1,0,66.8,88.3,1
255,1,3.0,85.2,9.0,2,1,1,1,78.2,87.6,1
256,1,6.0,99.1,6.5,3,1,1,1,64.9,96.8,1
257,1,3.1,84.2,5.8,1,1,0,0,81.7,86.7,1
258,0,1.2,89.5,6.0,2,1,1,1,56.4,63.7,0
259,0,3.1,74.4,5.5,3,1,1,0,56.8,73.0,1
260,1,3.1,89.3,5.9,3,1,1,0,78.2,94.3,1
261,1,0.5,83.1,6.4,0,1,1,0,68.9,71.3,1
262,0,3.4,94.9,5.1,1,1,1,0,64.6,79.7,1
263,1,3.2,96.9,6.8,1,0,0,0,80.7,81.2,1
264,1,4.5,100.0,7.9,4,1,1,0,62.7,91.1,1
265,1,6.3,90.8,5.7,2,1,0,0,67.6,97.5,1
266,0,5.2,88.3,8.6,2,1,0,0,86.8,100.0,1
267,0,3.1,86.9,7.4,3,1,1,1,88.5,81.6,1
268,0,1.8,81.5,8.0,3,1,1,0,88.9,83.9,1
269,1,7.4,88.4,6.0,0,1,0,0,66.6,100.0,1
270,1,3.6,82.0,7.8,0,1,0,0,84.8,80.2,1
271,0,3.5,86.7,5.5,3,1,1,0,58.6,75.1,1
272,0,3.5,98.2,7.9,1,0,1,0,59.1,78.2,1
273,0,3.8,74.9,7.0,4,1,1,1,41.8,64.7,0
274,0,3.3,96.4,7.5,1,1,0,0,90.1,97.8,1
275,1,2.6,98.2,5.4,1,0,1,0,59.6,74.4,1
276,0,2.7,83.8,5.7,4,1,1,0,68.5,76.4,1
277,1,3.5,63.8,7.5,1,1,0,0,59.1,76.3,1
278,0,2.7,78.9,5.7,1,1,0,1,78.3,88.3,1
279,1,2.4,98.0,7.4,1,1,1,0,65.5,94.0,1
280,0,3.7,84.8,5.2,4,0,1,1,54.3,58.8,0
281,0,3.1,75.0,7.8,2,0,0,0,75.3,81.1,1
282,0,5.8,80.0,5.3,3,1,1,0,52.8,84.5,1
283,0,0.5,93.4,7.5,1,1,1,1,60.0,69.9,0
284,1,5.1,90.5,7.6,3,1,0,0,44.7,82.2,1
285,0,5.4,82.6,6.0,3,1,1,1,52.9,83.3,1
286,1,0.5,81.3,7.5,1,1,0,1,72.1,69.5,0
287,1,3.0,81.1,7.1,2,1,0,0,46.4,68.5,0
288,1,2.9,75.8,6.2,1,0,1,0,52.2,61.5,0
289,1,1.4,100.0,5.6,0,0,1,0,70.0,72.3,1
290,0,2.3,81.8,4.4,2,1,0,0,63.5,74.1,1
291,1,1.8,97.2,7.2,0,1,0,0,93.9,94.9,1
292,1,6.1,100.0,4.9,1,1,0,0,92.0,100.0,1
293,1,4.9,95.0,6.9,3,1,0,1,59.6,84.5,1
294,0,5.4,80.7,6.5,3,1,1,1,76.7,93.7,1
295,0,4.6,89.0,7.6,3,1,0,0,79.0,100.0,1
296,0,1.8,84.8,6.4,0,1,1,0,62.8,81.6,1
297,0,2.7,76.0,6.4,2,1,1,0,52.1,70.9,1
298,1,4.2,88.2,7.7,1,1,1,0,69.9,89.6,1
299,1,1.7,73.2,7.2,3,0,1,0,67.9,69.2,0
300,0,4.6,96.9,7.2,3,1,0,1,64.8,82.3,1
301,1,3.1,80.4,7.4,2,1,1,1,75.3,80.9,1
302,1,2.9,87.0,5.0,1,1,1,0,61.0,82.4,1
303,1,4.6,87.8,7.7,2,1,1,0,56.2,91.0,1
304,0,4.2,82.4,7.5,1,0,0,0,71.3,81.6,1
305,0,3.0,90.9,5.6,2,1,0,1,74.6,83.2,1
306,1,5.2,80.3,6.5,2,1,1,0,55.9,80.7,1
307,0,1.9,93.7,6.8,3,1,1,1,81.1,87.2,1
308,0,4.4,71.5,6.6,1,1,1,1,48.8,72.8,1
309,0,4.4,86.3,7.2,2,1,0,0,63.1,85.2,1
310,0,3.0,100.0,8.5,1,1,0,1,66.9,83.3,1
311,0,4.0,75.0,8.1,1,1,1,0,62.4,82.6,1
312,1,1.6,78.2,5.2,3,1,0,1,63.2,63.4,0
313,0,4.9,90.1,7.5,0,1,1,0,92.5,100.0,1
314,1,3.2,86.8,8.4,2,1,0,0,59.8,79.4,1
315,1,2.7,88.5,7.3,3,1,1,0,99.3,100.0,1
316,0,5.1,89.9,8.1,4,1,1,0,75.2,100.0,1
317,1,2.4,91.3,9.2,3,0,1,1,71.1,72.9,1
318,1,1.4,96.1,8.0,1,0,1,0,75.7,79.2,1
319,1,1.2,89.1,7.1,0,1,0,0,100.0,84.2,1
320,0,4.4,82.6,8.1,2,1,1,1,58.1,80.7,1
321,0,1.6,91.7,7.0,1,1,0,0,56.6,85.3,1
322,1,6.1,100.0,6.8,1,1,0,1,60.9,93.1,1
323,0,0.5,83.7,6.4,2,1,1,0,70.4,73.5,1
324,0,6.0,75.3,8.7,1,1,1,0,49.3,90.8,1
325,0,3.8,96.1,5.8,1,1,1,1,70.3,80.8,1
326,0,3.4,83.8,8.6,1,1,0,0,90.3,88.9,1
327,1,2.7,63.3,7.4,3,0,1,0,71.8,63.7,0
328,1,4.1,93.5,5.1,4,1,1,0,66.5,82.6,1
329,0,3.4,79.6,7.2,1,1,1,0,62.6,63.7,0
330,0,5.2,84.1,4.3,4,1,0,0,80.8,96.6,1
331,1,3.7,88.3,7.6,4,1,1,0,60.1,97.0,1
332,1,3.7,86.9,7.9,3,0,1,0,92.2,93.3,1
333,0,3.0,92.1,6.1,1,1,1,1,93.2,82.8,1
334,1,3.4,80.6,6.9,3,1,1,0,73.1,81.2,1
335,0,4.0,90.1,9.1,0,1,0,0,69.9,88.7,1
336,0,0.9,82.4,6.2,3,1,1,0,82.4,71.2,1
337,1,1.5,92.4,5.5,1,1,0,0,83.1,87.1,1
338,1,4.6,91.2,8.6,2,1,0,0,60.3,94.9,1
339,0,3.8,75.6,9.2,2,1,0,0,63.7,76.1,1
340,0,3.2,95.9,6.8,2,1,0,0,54.1,85.1,1
341,1,3.5,79.6,8.0,1,1,1,0,74.9,96.3,1
342,0,4.0,93.1,8.4,1,1,1,0,78.0,100.0,1
343,1,2.7,88.7,5.9,3,1,0,0,53.8,92.0,1
344,0,2.3,100.0,6.2,4,1,1,0,64.5,77.2,1
345,1,3.8,82.8,8.3,1,1,0,0,53.8,97.5,1
346,1,2.0,81.5,8.8,0,1,1,1,59.2,70.6,1
347,1,4.1,84.8,7.5,1,1,0,0,76.6,87.2,1
348,0,0.9,82.0,5.7,3,1,0,0,61.2,69.0,0
349,0,5.0,93.0,9.2,3,1,1,1,66.4,90.2,1
350,1,4.2,68.8,6.2,3,1,1,1,50.5,74.0,1
351,0,3.9,74.5,6.4,0,1,0,0,72.2,75.3,1
352,1,5.0,74.3,7.2,1,1,0,0,69.5,86.5,1
353,1,6.0,94.5,8.7,4,1,1,0,61.3,100.0,1
354,0,5.0,100.0,7.8,1,1,0,1,67.7,93.6,1
355,0,0.7,84.0,7.3,3,1,1,1,72.2,72.0,1
356,1,1.6,83.3,7.4,3,1,1,0,60.2,76.2,1
357,0,2.6,85.7,6.9,3,1,0,0,52.3,80.9,1
358,0,3.5,96.6,7.5,1,1,0,1,91.7,85.3,1
359,1,4.3,75.7,3.8,4,1,0,0,62.4,81.9,1
360,1,2.4,87.4,6.4,1,1,0,0,68.8,78.0,1
361,0,3.8,94.8,7.1,1,1,1,1,82.1,93.6,1
362,1,2.4,90.0,5.4,3,1,0,1,100.0,95.1,1
363,1,2.6,86.9,7.3,2,1,1,1,55.1,66.7,0
364,0,1.4,95.0,6.6,3,1,1,0,75.4,75.6,1
365,1,2.1,58.0,8.9,2,1,1,0,61.5,57.4,0
366,1,1.5,91.8,8.7,1,1,1,0,63.5,75.4,1
367,0,2.0,78.5,6.2,3,1,1,0,61.4,80.5,1
368,0,5.1,66.7,6.6,2,0,1,0,56.5,75.1,1
369,1,2.1,90.1,6.7,1,0,1,0,69.5,67.8,0
370,1,7.4,98.7,6.3,3,1,1,0,52.3,97.4,1
371,0,4.2,83.6,7.0,2,1,0,1,81.4,80.2,1
372,0,3.8,94.5,5.9,2,1,1,0,70.7,82.8,1
373,0,2.2,100.0,5.4,2,1,1,0,75.1,87.8,1
374,0,4.6,98.1,7.5,3,1,0,0,64.4,85.8,1
375,1,2.6,100.0,7.6,3,1,0,0,65.6,91.7,1
376,0,3.7,92.4,5.8,3,1,0,1,73.5,84.9,1
377,0,7.3,85.8,7.9,1,1,1,0,56.0,99.3,1
378,1,3.4,69.0,6.0,3,1,0,0,65.7,74.3,1
379,0,5.2,82.5,7.1,3,1,1,0,59.7,93.3,1
380,1,2.4,76.6,7.8,3,1,1,0,59.3,79.4,1
381,0,3.4,100.0,6.8,2,0,1,0,44.7,77.4,1
382,0,6.2,83.2,7.3,4,1,0,0,86.1,100.0,1
383,0,2.6,86.2,6.2,3,1,1,0,61.8,76.8,1
384,1,6.2,90.5,6.6,1,1,1,0,84.0,100.0,1
385,1,4.6,85.4,6.6,2,0,1,0,82.8,88.6,1
386,0,2.7,100.0,5.9,4,1,0,0,54.6,79.1,1
387,1,4.4,78.8,6.6,1,1,0,0,56.9,79.4,1
388,1,5.0,86.9,4.9,0,1,1,0,100.0,100.0,1
389,1,4.4,77.6,6.2,3,1,0,1,91.0,86.7,1
390,1,1.1,71.8,6.5,2,1,1,1,69.6,69.5,0
391,1,2.4,78.9,6.5,1,1,0,0,73.1,86.3,1
392,1,3.1,84.6,6.5,1,1,1,0,62.4,87.3,1
393,0,3.4,80.7,6.7,0,0,0,0,75.2,72.1,1
394,0,4.4,78.1,7.4,1,1,1,0,61.4,92.3,1
395,1,3.8,70.9,7.8,3,1,0,1,45.6,67.6,0
396,0,1.5,84.2,6.0,2,1,1,0,54.1,72.7,1
397,0,4.1,70.0,5.4,1,1,1,0,70.3,76.1,1
398,0,4.4,92.6,5.5,1,0,1,0,56.4,81.2,1
399,0,4.3,85.8,6.2,2,1,1,0,69.2,90.4,1
400,1,5.1,70.4,6.4,0,1,1,0,57.1,73.2,1
401,0,4.8,81.9,5.9,2,1,0,1,60.6,85.2,1
402,0,4.2,77.5,5.2,2,1,1,0,80.2,96.4,1
403,1,3.4,88.2,6.3,1,1,0,1,73.0,81.9,1
404,1,1.0,98.4,7.0,2,1,0,0,69.9,86.5,1
405,0,4.1,66.2,7.5,2,1,0,0,80.5,84.7,1
406,0,3.8,86.2,6.1,4,1,0,0,75.8,93.0,1
